navn,nveNetbasID,spenning_kV,driftsattaar,eier,lat,lon
,,132,,FJELLNETT AS,61.89922258695461,8.22739255744585
Havøygavlen,,66,2002,ARCTIC WIND AS,71.01256199938663,24.594526000051314
Hamnefjell,,132,2016,HAMNEFJELL VINDKRAFT AS,70.66046999910304,29.708949999014134
,,66,,ALUT AS,69.93013715955881,22.0553931107359
,,132,,ALUT AS,69.95230055679644,23.373925359088396
,,132,,ALUT AS,69.94137981819128,23.229213542382386
,,132,,ALUT AS,69.96635781574099,23.28499205352345
,,66,,ALUT AS,70.22791080423508,22.37510033981938
,,66,,ALUT AS,70.10380713039459,22.534692064199312
,,66,,KYSTNETT AS,68.22356450663953,16.07865453464233
,,66,,KYSTNETT AS,67.63831286302883,15.979508243272122
,,66,,KYSTNETT AS,68.098168758651,16.370456408790254
,,66,,KYSTNETT AS,67.8458905874481,15.166756665517234
,,66,,KYSTNETT AS,67.83291588746567,15.99303221818312
,,66,,KYSTNETT AS,67.90695771383442,15.85695110472889
,,66,,KYSTNETT AS,68.04454369684917,15.752834986831436
,,66,,KYSTNETT AS,68.11452869502106,15.871814057474934
,,66,,KYSTNETT AS,68.03191751453924,15.992922644479465
,,66,,KYSTNETT AS,67.76456298226864,15.15309941403785
,,,,INDRE HORDALAND KRAFTNETT AS,60.46903250518102,6.843698639043054
,,,,INDRE HORDALAND KRAFTNETT AS,60.457571074522285,7.081951161491419
,,,,INDRE HORDALAND KRAFTNETT AS,60.34126720402446,6.402271687087617
SISO kraftverk,,132,1968,SISO ENERGI AS,67.3239684817222,15.71816842948407
Lakshola kraftverk,,132,1999,SISO ENERGI AS,67.44885373888839,15.744944784411844
,,,,S-NETT AS,63.12011046597973,8.320065603289018
,,,,S-NETT AS,62.975156968067736,8.765725298767867
,,50,,ENIDA AS,58.38651867385934,6.093879933145109
,,50,,ENIDA AS,58.44277716276555,6.032787479360581
,,50,,ENIDA AS,58.47885580140974,6.028206175349322
,,60,,ENIDA AS,58.36252208627631,6.335064707555533
,,60,,ENIDA AS,58.46475883539411,6.347319702765182
,,60,,ENIDA AS,58.465284192278084,6.5439437098242745
,,50,,ENIDA AS,58.59345528843638,6.077298234834555
,,50,,ENIDA AS,58.439003072005036,5.9946334435343305
,,50,,ENIDA AS,58.43348901745151,5.982759099555897
,,50,,ENIDA AS,58.46971082550821,6.026326415020455
,,300,,Aktieselskabet Saudefaldene,59.644397626237605,6.3786477369059735
,,300,,Aktieselskabet Saudefaldene,59.667897622629376,6.410509573057501
,,66,,Aktieselskabet Saudefaldene,59.64806684223401,6.362980359256447
,,132,,LINEA AS,66.3456429134993,14.360359624430224
,,132,,LINEA AS,65.88766324837476,13.801790246232597
,,132,,LINEA AS,65.32409016560891,12.97764987032084
,,132,,LINEA AS,65.39480370948253,12.527151452382205
,,66,,LINEA AS,66.05229154488539,13.337797249820225
,,132,,LINEA AS,66.05328737335275,13.781998879887839
,,132,,LINEA AS,65.2628461250006,12.763409843431159
,,132,,LINEA AS,65.851351169558,13.198161569998598
,,132,,LINEA AS,66.07967696438209,13.064482742093043
,,132,,LINEA AS,65.51968351524161,12.275936321904473
,,132,,LINEA AS,66.19720685994307,13.03915850100108
,,132,,LINEA AS,66.18863191951408,13.79666702503117
,,132,,LINEA AS,65.96479454985122,12.559035867754597
,,66,,LINEA AS,65.37254244878102,12.247340739105987
,,66,,LINEA AS,65.94935646999936,13.16775250527617
,,66,,LINEA AS,66.06979777035701,12.84506953739455
,,66,,LUCERNA AS,70.59912368085809,22.320683381352318
,,132,,LUCERNA AS,70.6804987165993,23.725636297329668
,,132,,LUCERNA AS,70.48781476124834,23.970000327103506
,,66,,LUCERNA AS,70.66562840941847,22.983300355884648
,,132,,LUCERNA AS,70.65767601180778,23.713684971172945
,,,,MIDTNETT AS,59.965829995739284,9.982355113471542
,,,,MIDTNETT AS,60.151824117432476,9.433597804139577
,,,,MIDTNETT AS,60.0420127514316,9.671515011805113
KAUTOKEINO,,66,1966,VISSI AS,69.00304692745217,23.02773310921611
HAMNEIDET,,66,1969,VISSI AS,69.91072712938161,20.959308443964364
REISAVANN,,66,1968,VISSI AS,69.22018705986076,22.44263981188274
KILDAL,,66,1966,VISSI AS,69.6674672161228,21.107441893514626
STORSLETT,,66,1972,VISSI AS,69.76508847995673,21.016888396547884
SKJERVØY,,66,1996,VISSI AS,70.01707149315031,20.972168293896225
Orkdal,,,,STATNETT SF,63.246074543483026,9.802926587128072
Nea,,,,STATNETT SF,63.03010221048452,11.686572301164476
Aura,,,,STATNETT SF,62.664140836633166,8.52357968498045
Viklandet,,,,STATNETT SF,62.68888195201076,8.497918096769004
Brandhol,,,,STATNETT SF,62.79366284194093,8.146705406534323
Fræna,,,,STATNETT SF,62.85914644930167,7.111159750853125
Osbu,,,,STATNETT SF,62.50827600898507,8.47012547235101
Grytten,,,,STATNETT SF,62.521200326334935,7.758074879630208
Ørskog,,,,STATNETT SF,62.473139558573756,6.865554366888013
Istad,,,,STATNETT SF,62.80870085358057,7.703245955122482
Ranes,,,,STATNETT SF,62.97303073337494,8.764720882351737
Trollheim,,,,STATNETT SF,63.006522113308186,9.020239948187411
Vågåmo,,,,STATNETT SF,61.88124436435195,9.081767748053462
Øvre Vinstra,,,,STATNETT SF,61.48299596651538,9.31376077044569
Fåberg,,,,STATNETT SF,61.13837326021128,10.421884530874197
Balbergskaret,,,,STATNETT SF,61.163808997353975,10.448179504236819
Rendalen,,,,STATNETT SF,61.81276404606443,11.122453035407371
Vang,,,,STATNETT SF,60.83575805658488,11.267279292120397
Vardal,,,,STATNETT SF,60.802021235821336,10.564888176309438
Nedre Vinstra,,,,STATNETT SF,61.5778039410218,9.804926814889036
Borgund,,,,STATNETT SF,61.05929309976265,7.81838596550677
Øljusjøen,,,,STATNETT SF,61.003943342414374,8.084385370939998
Fortun,,,,STATNETT SF,61.505698876796906,7.701380412658039
Fonndøla,,,,STATNETT SF,61.437279857658396,7.246119569260648
Hove,,,,STATNETT SF,61.06980961364757,6.595460159781799
Refsdal,,,,STATNETT SF,61.020904814462426,6.569348788071029
Sima,,,,STATNETT SF,60.498993375527746,7.145319050086964
Mauranger,,,,STATNETT SF,60.13204589273097,6.330313190036659
Åsen,,,,STATNETT SF,60.129078956966914,6.630423336869738
Blåfalli,,,,STATNETT SF,59.86340233372589,6.009754566512007
Røldal,,,,STATNETT SF,59.82133879944846,6.816590919320403
Nesflaten,,,,STATNETT SF,59.65000244134043,6.81535655405355
Kvanndal,,,,STATNETT SF,59.658207307246464,6.9839779105562485
Kvilldal,,,,STATNETT SF,59.52873769261614,6.6541977614788586
Hylen,,,,STATNETT SF,59.56005480704432,6.602700184730499
Sauda,,,,STATNETT SF,59.66835428345061,6.409903434013023
Håvik,,,,STATNETT SF,59.317273982642675,5.315518894554475
Kårstø,,,,STATNETT SF,59.27822296910875,5.505494436850843
Saurdal,,,,STATNETT SF,59.48451080205215,6.672311848898617
Førre,,,,STATNETT SF,59.32753578414808,6.603820853058482
Lyse,,,,STATNETT SF,59.0609046012216,6.665087473118964
Samnanger,,,,STATNETT SF,60.39779505056462,5.840817222424526
Feda,,,,STATNETT SF,58.282728983381936,6.859476230169325
Kristiansand,,,,STATNETT SF,58.259945167964645,7.8984419779279955
Lista,,,,STATNETT SF,58.07715118931278,6.775395710681296
Brokke,,,,STATNETT SF,59.123166131136365,7.510497690594326
Holen,,,,STATNETT SF,59.3462223141406,7.249296654084634
Lio,,,,STATNETT SF,59.46326075886191,7.938437266746529
Tokke,,,,STATNETT SF,59.4477205368811,8.035462981146509
Vinje,,,,STATNETT SF,59.624668533830636,7.851879179645363
Kjela,,,,STATNETT SF,59.736892796203264,7.443422365370203
Songa,,,,STATNETT SF,59.77400195494169,7.725386645116762
Vemorktoppen,,,,STATNETT SF,59.86553263424857,8.49352515330467
Rjukan,,,,STATNETT SF,59.882563048214294,8.677868442678172
Mår,,,,STATNETT SF,59.88402214971073,8.677864831309963
Rød,,,,STATNETT SF,59.272877551747264,9.544284802177907
Porsgrunn,,,,STATNETT SF,59.115464062769625,9.672913937509724
Tveiten,,,,STATNETT SF,59.32977620275053,10.381214232783394
Ulven,,,,STATNETT SF,59.92191237506248,10.811170471506726
Sogn,,,,STATNETT SF,59.95770117585586,10.720672602563093
Smestad,,,,STATNETT SF,59.93494129397492,10.66767113400373
Furuset,,,,STATNETT SF,59.94416641549855,10.883705916763459
Bærum,,,,STATNETT SF,59.92674959375255,10.557875743461704
Hamang,,,,STATNETT SF,59.89685206890825,10.498511001477969
Sylling,,,,STATNETT SF,59.86749458195046,10.214758094412566
Flesaker,,,,STATNETT SF,59.71999496478027,9.844336072308698
Hof,,,,STATNETT SF,59.5761316418202,10.105669697906594
Dagali,,,,STATNETT SF,60.43754538748997,8.57716979799794
Nore,,,,STATNETT SF,60.266735307406506,8.962027235772382
Ringerike,,,,STATNETT SF,60.16839168694178,10.204696998422605
Ådal,,,,STATNETT SF,60.24858312457413,10.147083160186396
Roa,,,,STATNETT SF,60.31164819857487,10.639182328002137
Hadeland,,,,STATNETT SF,60.288576330942576,10.576980949336205
Nesbyen,,,,STATNETT SF,60.60608483923629,9.06989593808109
Boris Gleb,,,,STATNETT SF,69.65140814025771,30.148068718315987
Moskog,,,,STATNETT SF,61.44562875661882,6.016001342157958
Sykkylven,,,,STATNETT SF,62.375449169366945,6.636105525234994
Ørsta,,,,STATNETT SF,62.15724497100848,6.260062457511067
Ålfoten,,,,STATNETT SF,61.82885971909765,5.5488066910014755
Høyanger,,,,STATNETT SF,61.2442706937049,6.151648331818949
Sogndal,,,,STATNETT SF,61.21842528183885,7.021815549218685
Reservekraftverk Tjeldbergodden,,,,STATNETT SF,63.409277457021425,8.68593312573245
Kvarenes,,,,STATNETT SF,58.12900523030599,8.167488780034512
Grosøya,,,,STATNETT SF,58.167133587255904,8.26571830933662
Feda,,,,STATNETT SF,58.28260465913834,6.868541304224255
Teigen,,,,STATNETT SF,59.343121339744776,10.478924373426194
Brenntangen Nord,,,,STATNETT SF,59.577144883231355,10.648843161960615
Brenntangen Sør,,,,STATNETT SF,59.575842738108506,10.648608457812474
Filtvet,,,,STATNETT SF,59.58131317065972,10.617556464852434
Solberg,,,,STATNETT SF,59.59168583825916,10.616941671892976
Barøy,,,,STATNETT SF,68.35544662342775,16.095688768529932
Lødingen,,,,STATNETT SF,68.4013904488685,15.967429603825035
Karistrand,,,,STATNETT SF,68.45237028844112,17.489073064927386
Øyjord,,,,STATNETT SF,68.46717473352,17.4864518235475
Evje,,,,STATNETT SF,59.36525305983385,10.663601411976394
Halden,,,,STATNETT SF,59.1238664705991,11.414132555861778
Hasle,,,,STATNETT SF,59.31418458831606,11.155002361910748
Tegneby,,,,STATNETT SF,59.51613729743573,10.739130093358563
Røykås,,,,STATNETT SF,59.93022509273238,10.933815002161605
Frogner,,,,STATNETT SF,60.00572636988464,11.134150019259742
Follo,,,,STATNETT SF,59.728692588105545,10.782531362357613
Minne,,,,STATNETT SF,60.3887736099228,11.23225786640332
Kirkenes,,,,STATNETT SF,69.72270354519604,30.03403130535382
Varangerbotn,,,,STATNETT SF,70.17148121337218,28.541513688936508
Tana Bru,,,,STATNETT SF,70.19455675780704,28.187652968224462
Adamselv,,,,STATNETT SF,70.40972446638716,26.69570593169768
Lakselv,,,,STATNETT SF,70.00337356696902,24.97395221182192
Alta kraftverk,,,,STATNETT SF,69.72466620128925,23.782985961205103
Skaidi,,,,STATNETT SF,70.43326695140196,24.54246513286043
Alta,,,,STATNETT SF,69.95167934040921,23.373583920612674
Skogfoss,,,,STATNETT SF,69.3741986307866,29.694316179170773
Nordreisa,,,,STATNETT SF,69.62229379634766,21.31375846818492
Balsfjord,,,,STATNETT SF,69.19029237717892,19.205444381098022
Mestervik,,,,STATNETT SF,69.33782335624716,18.88389672285687
Bardufoss,,,,STATNETT SF,69.03445621617898,18.593036553324637
Kvandal,,,,STATNETT SF,68.57723024132423,17.610520177877387
Sortland,,,,STATNETT SF,68.71201707428938,15.384255290638405
Hinnøy,,,,STATNETT SF,68.68322892720386,15.499998046797268
Kilbotn,,,,STATNETT SF,68.71518379313869,16.509272809578018
Kvitnes,,,,STATNETT SF,68.62956933235577,16.598320819508007
Kanstadbotn,,,,STATNETT SF,68.50678650719334,15.88113793225987
Skjomen,,,,STATNETT SF,68.20381329302154,17.36027661729794
Ballangen,,,,STATNETT SF,68.26123906335339,16.733262943348947
Ofoten,,,,STATNETT SF,68.15884964617784,17.5588479489978
Narvik,,,,STATNETT SF,68.44415336250705,17.46294883051841
Sildvik,,,,STATNETT SF,68.40949109809038,17.79711982603695
Svartisen,,,,STATNETT SF,66.72961646018842,13.912006204116398
Salten,,,,STATNETT SF,67.32567620439934,15.714227350783254
Rana,,,,STATNETT SF,66.30319686797459,14.264233821003739
Nedre Røssåga,,,,STATNETT SF,66.05121635919133,13.783520594576954
Marka,,,,STATNETT SF,65.85201584662478,13.290265705683845
Trofors,,,,STATNETT SF,65.5346254238505,13.428310706675937
Namsskogan,,,,STATNETT SF,64.98673837685435,13.226227764481308
Kolsvik,,,,STATNETT SF,65.20440512867613,12.79225446474407
Tunnsjødal,,,,STATNETT SF,64.70377582917814,12.834872400721109
Sautso,,,,STATNETT SF,69.71959419126219,23.802119476632374
Namsos,,,,STATNETT SF,64.47814979724681,11.776188160014152
Ogndal,,,,STATNETT SF,64.02777214324936,11.619943745006125
Verdal,,,,STATNETT SF,63.753049167838505,11.504399349012214
Eidum,,,,STATNETT SF,63.44784377171784,11.00394866912433
Strinda,,,,STATNETT SF,63.39176249622272,10.438730913640345
Klæbu,,,,STATNETT SF,63.326583705287625,10.417150767070545
Dragland,,,,STATNETT SF,68.51237625733532,16.179854060600608
Fiskeøya,,,,STATNETT SF,68.51642917137539,16.1255736445205
Bamble,,,,STATNETT SF,59.04044768954035,9.59536043235527
Grenland,,,,STATNETT SF,59.12853724670371,9.474554208437468
Arendal,,,,STATNETT SF,58.58813482015509,8.728940980442308
Skagen,,,,STATNETT SF,68.5854748179492,15.040725893990116
Melbu,,,,STATNETT SF,68.51059989526128,14.851696268269114
Kvitfossen,,,,STATNETT SF,68.3268824381468,14.650840114178015
Evanger,,,,STATNETT SF,60.656423704115035,6.112243510646429
Dale,,,,STATNETT SF,60.58169535586398,5.811792625446461
Arna,,,,STATNETT SF,60.39432395819491,5.455730413474385
Fana,,,,STATNETT SF,60.28697354078328,5.343622122093163
Modalen,,,,STATNETT SF,60.88825309160812,6.011916598576386
Stølaheia,,,,STATNETT SF,58.96307494730643,5.652175122434436
Bærheim,,,,STATNETT SF,58.88298798126405,5.6942044433476475
Stokkeland,,,,STATNETT SF,58.815454663346706,5.734308210297521
Kjelland,,,,STATNETT SF,58.49484021654202,6.032866090851344
Åna-Sira,,,,STATNETT SF,58.294992234565775,6.454142708407659
Tonstad,,,,STATNETT SF,58.6579490141775,6.724858194712069
Solhom,,,,STATNETT SF,58.77467910939187,7.011021856054982
Tjørhom,,,,STATNETT SF,58.879543402866794,6.815422171729176
Kvinen,,,,STATNETT SF,58.9311903827209,7.087874725405376
Roskrepp,,,,STATNETT SF,59.02523194196235,7.0862361333361
Duge,,,,STATNETT SF,59.12567303584304,6.894718720783191
Husnes,,,,STATNETT SF,59.862784738615105,5.765852372375921
Aurland 1,,,,STATNETT SF,60.86276001175073,7.3029424833270165
Aurland 3,,,,STATNETT SF,60.78844190958489,7.566487449094709
Aurland 2,,,,STATNETT SF,60.81112188766246,7.3643273081241665
Hol 1,,,,STATNETT SF,60.625915661157144,8.18357737756849
Usta,,,,STATNETT SF,60.57438123211779,8.411500330900932
Hemsil 2,,,,STATNETT SF,60.705334185785304,8.971365030928066
Hemsil 1,,,,STATNETT SF,60.80779350224567,8.641168259835357
Oksla,,,,STATNETT SF,60.12245537361866,6.555889892484202
Skibotn,,,,STATNETT SF,69.3152298401199,20.35862588878131
Guolasjokka,,,,STATNETT SF,69.46031254568068,20.91833051048139
Bjørnevatn,,,,STATNETT SF,69.66658124981214,30.004647794905058
Giskemo,,,,STATNETT SF,62.475200780609114,6.864130497305444
Litle Sotra,,,,STATNETT SF,60.36566736929424,5.132444646511292
Kollsnes,,,,STATNETT SF,60.55067362616698,4.844413605586241
N.Blomøy,,,,STATNETT SF,60.54852932353809,4.869600050800923
Solsvik,,,,STATNETT SF,60.439452890701844,4.969163396580966
Grannes,,,,STATNETT SF,58.926199309441934,5.680080694250056
Madla,,,,STATNETT SF,58.941417291426404,5.662767765609595
Kvinesdal,,,,STATNETT SF,58.27658035070142,6.845798904658028
Ertsmyra,,,,STATNETT SF,58.67120329936556,6.75511131811346
Surna,,,,STATNETT SF,62.99638663839059,9.009449515231264
Snilldal,,,,STATNETT SF,63.399281290249945,9.60916086287106
Åfjord,,,,STATNETT SF,63.89171386306289,10.2215649542643
Hofstad,,,,STATNETT SF,64.16243480765309,10.540450622264826
Fjotland,,,,STATNETT SF,58.767847491108306,7.020412078419316
Vollesfjord,,,,STATNETT SF,58.26690314204499,6.678654017819632
Honna,,,,STATNETT SF,58.68087614590343,7.476662837353998
Haugsvær,,,,STATNETT SF,60.88926497714842,5.527142526559735
Steinsland,,,,STATNETT SF,60.92651827265657,5.976744566685103
Lindås,,,,STATNETT SF,60.79545413563989,5.042206159111615
Ljøsøysundet,,,,STATNETT SF,60.559730799245884,4.877980583191206
Kuvågen,,,,STATNETT SF,60.68149503736906,4.952323995512094
Saltvika,,,,STATNETT SF,60.724528214752866,5.002376841903291
Mjåsundet,,,,STATNETT SF,60.77040754988748,5.0500243291405384
Madla,,,,STATNETT SF,58.94151486376058,5.663049823451186
Grannes,,,,STATNETT SF,58.9263410704575,5.680280275485776
Bjerkreim,,,,STATNETT SF,58.589922468196484,5.9210624003690056
Mongstad,,,,STATNETT SF,60.802890048805345,5.053739457166546
Iledalsvågen,,,,STATNETT SF,60.84031618102914,5.1371694723590675
Kobbvatnet,,,,STATNETT SF,67.63722379198826,15.987401376040973
Skillemoen,,,,STATNETT SF,69.90425867901436,23.21682415859434
Vinnelys,,,,STATNETT SF,69.6340134049526,21.311534715976126
Spanne,,,,STATNETT SF,59.37899646000803,5.334879300860679
Stord,,,,STATNETT SF,59.78725774438767,5.413089127435466
Børtveit,,,,STATNETT SF,59.8849418957809,5.509805004324104
Bogsnes,,,,STATNETT SF,59.87669972835286,5.738118595453425
Skollebuvik,,,,STATNETT SF,59.906631668363794,5.667781885925178
Skjersholmane,,,,STATNETT SF,59.74811443154769,5.461709508636953
Valevåg,,,,STATNETT SF,59.712052819991854,5.485593401096444
Kvænangen,,,,STATNETT SF,69.71973722449887,22.054014732372842
Skarnes,,,,STATNETT SF,60.24482656970169,11.676543857525568
Kongsvinger,,,,STATNETT SF,60.19505259022498,11.97879049658229
Eidskog,,,,STATNETT SF,59.975169532425824,12.15728272628762
Stokmarknes,,,,STATNETT SF,68.55246253658893,14.990129993084773
Boltås,,,,STATNETT SF,68.53084871115593,16.66434238566892
Songkjølen,,,,STATNETT SF,60.33597951080567,11.504021713061519
Eidsborg,,,,STATNETT SF,59.47554346518009,7.9869434706458655
Flatin,,,,STATNETT SF,59.5009460636456,8.62991573164179
Gandvik,,,,STATNETT SF,70.00850465344871,29.115684804942727
Gråheia,,,,STATNETT SF,68.7183826095545,16.371657627689597
Hol 2,,,,STATNETT SF,60.61124990712199,8.262577419437788
Langskråbekken,,,,STATNETT SF,68.88423947256456,18.424338749720878
Melkefoss,,,,STATNETT SF,69.41321707219251,29.742793111912825
Neiden,,,,STATNETT SF,69.70363223580885,29.350117126133203
Nuken,,,,STATNETT SF,61.285017355757695,7.105994796722266
Fossbakken,,,,STATNETT SF,69.17847493694352,18.601216255113137
Fagersletta,,,,STATNETT SF,62.676910924468864,8.131260361707596
ASU,,,,STATNETT SF,62.67565020870812,8.55579125752353
Blåfalli 3,,,,STATNETT SF,59.87121834225711,6.073675392777562
BY,,,,STATNETT SF,60.807975598309994,10.564916531188135
Herøy,,,,STATNETT SF,59.11658715442261,9.641042322759327
Kjelbotn,,,,STATNETT SF,62.503202879741714,7.139670154235079
Bjørsteinen,,,,STATNETT SF,62.488693692824086,7.564277202665277
Kleven,,,,STATNETT SF,58.27889730893412,6.8907757079433045
Kongsvinger Kraftverk,,,,STATNETT SF,60.19745374370872,11.899631670872433
Harpefoss,,,,STATNETT SF,61.58162853888948,9.84209499481183
Jostedal,,,,STATNETT SF,61.52616462094709,7.287115162793281
Skagen,,,,STATNETT SF,68.5854748179492,15.040725893990116
Leirdøla,,,,STATNETT SF,61.43810034545789,7.245854291850852
Midtfjellet,,,,STATNETT SF,59.93134552939008,5.395903231663862
Hol 3,,,,STATNETT SF,60.58066452353477,8.408064713229091
Uvdal 2,,,,STATNETT SF,60.25856671901337,8.92403276048049
Fagrafjell,,,,STATNETT SF,58.78887890280912,5.762082508675961
Syltebø,,,,ELINETT AS,62.67710570326897,8.131075783114378
Årødal transformatorstasjon,,,,ELINETT AS,62.779301676785686,7.293264423314849
Eidseter transformatorstasjon,,,,ELINETT AS,62.79915738963069,7.567814631630776
Bolli transformatorstasjon,,,,ELINETT AS,62.926595540109936,7.3403728524909555
Moldeli transformatorstasjon,,,,ELINETT AS,62.74399573428967,7.178868706631996
Hauglia transformatorstasjon,,,,ELINETT AS,62.85808699288969,7.170807403496499
Hoved transformator T1,,132,2011,JÆREN ENERGI AS,58.641523871939135,5.767288907760356
Veggbakken,,,1917,LEDE AS,59.42155603603077,10.46587119645998
Langesund,,,1966,LEDE AS,59.01570892354415,9.72516898845362
Haslestad,,,1979,LEDE AS,59.51004083751661,10.086641608862486
Brevik,,,1964,LEDE AS,59.05973827634408,9.687529206071863
Brevik 24kV,,,2023,LEDE AS,59.06003413428651,9.686665531127003
Sundland,,,1976,LEDE AS,59.22962994374659,10.286432414939451
Esso 132 kV,,,1959,LEDE AS,59.31281017006524,10.513661286579483
Svelvik,,,1971,LEDE AS,59.607900796650846,10.40313031523307
Drangedal,,,1901,LEDE AS,59.10304041127228,9.06149398822515
Einangsmoen,,,1901,LEDE AS,59.21796146182692,8.090149273602362
Gokstad,,,1986,LEDE AS,59.14420225301765,10.250094484612923
Lunde Telemark 66 kV,,,1986,LEDE AS,59.29833040559907,9.090494874161811
Brår,,,1975,LEDE AS,59.36695018880505,10.252468522602994
Mo-Telemark 11 kV,,,1989,LEDE AS,59.30269755576653,9.557930892349312
Myrene,,,1960,LEDE AS,59.134144976813424,9.666818160240938
Sam Eyde 132 kV,,,2001,LEDE AS,59.55766132429701,9.266038062967652
Firingen,,,1979,LEDE AS,59.266073863828595,10.359867969681211
Leinås,,,1961,LEDE AS,59.563384165976984,10.270027923277091
Holtan,,,1962,LEDE AS,59.14200525685086,10.403869770514646
Bentsrud,,,1979,LEDE AS,59.47135510633716,10.312180319739136
Sørtveit,,,1990,LEDE AS,59.3075008012972,9.660736863379082
Frogner,,,1914,LEDE AS,59.21289987567047,9.612733869884867
Brufoss,,,1964,LEDE AS,59.42690844880747,9.99153350628521
Hjartdøla,,,1901,LEDE AS,59.60495668865834,8.711412407816141
Bergeløkka,,,1967,LEDE AS,59.05615988639119,10.021482521783206
Hovholt,,,1977,LEDE AS,59.110104098619516,9.679001278654038
Århus,,,1972,LEDE AS,59.21916895580949,9.579401215567058
Gvarv 66 kV,,,1986,LEDE AS,59.379181794903644,9.174435894480917
Kaldnes,,,1991,LEDE AS,59.26088686893182,10.400001924178147
Nes,,,1963,LEDE AS,59.248450968895206,10.454285476720926
Skotfoss,,,1973,LEDE AS,59.206282534086284,9.53215362131786
Kullerød,,,1975,LEDE AS,59.31142874014722,10.179114834548509
Tudal,,,1990,LEDE AS,59.27123959320763,9.724852250039872
Hauen,,,1914,LEDE AS,59.173265434961785,9.64189684817937
Trolldalen,,,1979,LEDE AS,59.378210808810735,10.41237083030317
Voll,,,1901,LEDE AS,59.12658648848668,9.497168418379694
Moflata,,,2005,LEDE AS,59.192504580290034,9.589481934571282
Gjærdal,,,1988,LEDE AS,59.069690782601874,10.054842266309633
Røreåsen,,,1994,LEDE AS,59.41569290194563,10.462663376862345
Roligheten,,,1963,LEDE AS,59.12817595656988,9.62430409636469
Holmestrand,,,1972,LEDE AS,59.47897522673755,10.328374470655545
Bugården,,,1976,LEDE AS,59.12821989285877,10.196029887901682
Opdalen,,,1990,LEDE AS,59.30833128777908,9.66112400205977
Hydro Rjukan Næringspark,,,1901,LEDE AS,59.87768006195478,8.567838212757728
Semb,,,1996,LEDE AS,59.40059812428583,10.453265293586197
Brunla,,,1976,LEDE AS,59.004805463258094,10.017665301072627
Nordagutu,,,1954,LEDE AS,59.41422437163229,9.326691460981051
Lofstad,,,1991,LEDE AS,59.31353187235808,9.862620648465962
Holla,,,1901,LEDE AS,59.27703891810171,9.253974832916846
Vindal,,,1993,LEDE AS,59.10902187545112,10.241444802010287
Stangeby,,,1966,LEDE AS,59.21774932859524,10.399550420543907
Heimdal,,,1913,LEDE AS,59.273314140388855,10.421774907891292
Mo-Vestfold,,,1978,LEDE AS,59.14371767999655,10.19973208746013
Tørdal,,,2018,LEDE AS,59.146166071203474,8.768474590194732
Snippen,,,1979,LEDE AS,59.05661764875074,10.135189546256985
Kjørbekk,,,1984,LEDE AS,59.17647897458933,9.607908392087039
Dolven,,,1987,LEDE AS,59.01370048353044,9.896478640821304
Klyve,,,1968,LEDE AS,59.15180520914079,9.622028231239725
Askehaug,,,1967,LEDE AS,59.27519780810446,10.307362774572859
Rakkås,,,2008,LEDE AS,59.31211266324249,10.403536863985053
Rønningen,,,1984,LEDE AS,59.267549900170465,10.462133325066358
Vrangfoss 132 kV,,,1901,LEDE AS,59.302572309580476,9.204226143095735
Eika 66 kV,,,1972,LEDE AS,59.38485151144281,9.04033903294817
Kvelde,,,1992,LEDE AS,59.20265016744343,9.963434788935825
Undersbo,,,1982,LEDE AS,59.042415689302466,10.055659550898278
Sande,,,1986,LEDE AS,59.57532562401822,10.219033207384879
Ranvik,,,1994,LEDE AS,59.11824077403101,10.21594904848467
Hvitsten,,,1982,LEDE AS,59.486635989135806,10.297830435966269
Slagen,,,1964,LEDE AS,59.28383417844794,10.43083223772947
HELL OMFORMERSTASJON,,132,2024,BANE NOR SF,63.44869554052825,11.001856801875656
HOLMLIA OMFORMERSTASJON,,47,1980,BANE NOR SF,59.82855736275578,10.798384718060138
NESLANDSVATN TRANSFORMATORSTASJON,,55,1946,BANE NOR SF,58.975382485854524,9.153500227642718
TANGEN OMFORMERSTASJON,,66,1953,BANE NOR SF,60.623983088401395,11.253952651970348
KONGSVINGER OMFORMERSTASJON,,66,1951,BANE NOR SF,60.1911606649913,11.985858265266929
OTTA OMFORMERSTASJON,,66,1996,BANE NOR SF,61.78271451901566,9.542308010538727
DALE OMFORMERSTASJON,,66,1954,BANE NOR SF,60.58214063936002,5.807193027890057
LEIVOLL OMFORMERSTASJON,,110,2000,BANE NOR SF,58.26665495964164,7.45304376342113
KJELLAND OMFORMERSTASJON,,47,2024,BANE NOR SF,58.49472232620673,6.032983736483193
NORDAGUTU TRANSFORMATORSTASJON,,55,1935,BANE NOR SF,59.418898290638154,9.322068239886772
ALNABRU OMFORMERSTASJON,,47,1930,BANE NOR SF,59.92928907552264,10.831519007279425
SANDE TRANSFORMATORSTASJON,,55,1956,BANE NOR SF,59.583467601819315,10.207561676224575
ASKER TRANSFORMATORSTASJON,,55,1965,BANE NOR SF,59.830096217797184,10.429767501721487
SKOLLENBORG OMFORMERSTASJON,,55,1925,BANE NOR SF,59.622404901210686,9.692497594456825
JESSHEIM OMFORMERSTASJON,,66,1997,BANE NOR SF,60.14258830673114,11.15214959632429
FÅBERG OMFORMERSTASJON,,66,1966,BANE NOR SF,61.163525800443296,10.406372904172764
